simulation_id,population_row_index,P_W,VX_m_per_s,LS_m,ST_K,has_keyhole,partition,XI_m,XF_m,XL_m,TE_s,DT_s,material,folder_hash,domain_max_x_m,observation_duration_s,max_depth_um,first_keyhole_timestep,keyhole_frame_count,configuration_group,domain_mapping_expected_m,domain_mapping_absolute_error_m,t_90pct_domain_s,observation_completion_ratio,observation_ends_before_90pct_domain_from_TE,observation_ends_before_90pct_domain,TE_vs_time_dat_flag_mismatch
P-227p690023792_VX-0p392329282459_LS-7p92871102354e-05_ST-391p94840599_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p22961013075e-05_H-12074f4927,387,227.690023792,0.392329282459,7.92871102354e-05,391.94840599,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,1.22961013075e-05,TI64,12074f4927,0.001212,0.0021,87.03117,,0,CFG_MAIN,0.001212,0.0,0.002780317577018975,0.7553093996735423,True,True,False
P-228p907235932_VX-0p414638318501_LS-7p95917332413e-05_ST-340p25610662_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p16345267376e-05_H-02b1b704be,388,228.907235932,0.414638318501,7.95917332413e-05,340.25610662,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,1.16345267376e-05,TI64,02b1b704be,0.001212,0.0021,86.4795,,0,CFG_MAIN,0.001212,0.0,0.002630726470104015,0.7982585889733222,True,True,False
P-234p345987256_VX-0p872091919433_LS-7p00578367301e-05_ST-333p182550298_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p53166529298e-06_H-b41981edcb,389,234.345987256,0.872091919433,7.00578367301e-05,333.182550298,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,5.53166529298e-06,TI64,b41981edcb,0.001212,0.0021,62.631299999999996,,0,CFG_MAIN,0.001212,0.0,0.0012507855831403593,1.678944839392464,False,False,False
P-235p890696826_VX-0p62852965691_LS-7p09715556056e-05_ST-349p581827429_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p6752473809e-06_H-765072ed36,390,235.890696826,0.62852965691,7.09715556056e-05,349.581827429,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,7.6752473809e-06,TI64,765072ed36,0.001212,0.0021,74.97139,,0,CFG_MAIN,0.001212,0.0,0.001735478967472482,1.2100405936111107,False,False,False
P-236p206080041_VX-0p584146530445_LS-8p43378292301e-05_ST-319p849522294_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p25840838144e-06_H-b41981edcb,391,236.206080041,0.584146530445,8.43378292301e-05,319.849522294,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,8.25840838144e-06,TI64,b41981edcb,0.001212,0.0021,75.02262,,0,CFG_MAIN,0.001212,0.0,0.0018673396881584384,1.124594530559681,False,False,False
P-240p318887809_VX-0p361018894241_LS-4p85509578057e-05_ST-398p513006139_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p33625155912e-05_H-3a501d5f99,392,240.318887809,0.361018894241,4.85509578057e-05,398.513006139,True,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,1.33625155912e-05,TI64,3a501d5f99,0.001212,0.0021,239.2377,51471.0,89,CFG_MAIN,0.001212,0.0,0.0030214485097609075,0.695030874501375,True,True,False
P-243p325077963_VX-0p998321353283_LS-5p70160449472e-05_ST-337p156153016_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p83223221376e-06_H-d7a336064e,393,243.325077963,0.998321353283,5.70160449472e-05,337.156153016,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,4.83223221376e-06,TI64,d7a336064e,0.001212,0.0021,59.27349,,0,CFG_MAIN,0.001212,0.0,0.0010926341467232792,1.9219608011498897,False,False,False
P-246p298220115_VX-0p718479932945_LS-4p8795144948e-05_ST-311p768373355_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p71434285331e-06_H-0b12abf205,394,246.298220115,0.718479932945,4.8795144948e-05,311.768373355,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,6.71434285331e-06,TI64,0b12abf205,0.001212,0.0021,90.58417,,0,CFG_MAIN,0.001212,0.0,0.0015182052413473617,1.3832121921383387,False,False,False
P-246p882256304_VX-0p912145169038_LS-8p52944569156e-05_ST-321p903093968_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p288764077e-06_H-0b12abf205,395,246.882256304,0.912145169038,8.52944569156e-05,321.903093968,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,5.288764077e-06,TI64,0b12abf205,0.001212,0.0021,58.8919,,0,CFG_MAIN,0.001212,0.0,0.0011958622783152155,1.7560550559037402,False,False,False
P-76p6986127633_VX-0p686212461643_LS-6p4052091323e-05_ST-393p159111444_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p0300684885e-06_H-b41981edcb,396,76.6986127633,0.686212461643,6.4052091323e-05,393.159111444,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,7.0300684885e-06,TI64,b41981edcb,0.001212,0.0021,27.22905,,0,CFG_MAIN,0.001212,0.0,0.0015895951486924258,1.321091097772552,False,False,False
P-78p6311637963_VX-0p75889512334_LS-7p24228839444e-05_ST-395p823418581_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p3567684844e-06_H-9aaaba6a78,397,78.6311637963,0.75889512334,7.24228839444e-05,395.823418581,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,6.3567684844e-06,TI64,9aaaba6a78,0.001212,0.0021,23.14528,,0,CFG_MAIN,0.001212,0.0,0.0014373527598902493,1.4610192143509348,False,False,False
P-80p5741190929_VX-0p403249617425_LS-8p97039861056e-05_ST-397p637850573_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p19631126592e-05_H-6464f5e6a2,398,80.5741190929,0.403249617425,8.97039861056e-05,397.637850573,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,1.19631126592e-05,TI64,6464f5e6a2,0.001212,0.0021,31.054550000000003,,0,CFG_MAIN,0.001212,0.0,0.0027050242650332504,0.7763331468578107,True,True,False
P-91p4898167395_VX-0p477122889388_LS-7p769973149e-05_ST-351p010780102_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p01108555266e-05_H-b41981edcb,399,91.4898167395,0.477122889388,7.769973149e-05,351.010780102,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,1.01108555266e-05,TI64,b41981edcb,0.001212,0.0021,35.305229999999995,,0,CFG_MAIN,0.001212,0.0,0.002286203458817825,0.9185534174136412,True,True,False
P-92p2921456709_VX-0p425581954559_LS-4p53091383738e-05_ST-356p588229582_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p13353504568e-05_H-765072ed36,400,92.2921456709,0.425581954559,4.53091383738e-05,356.588229582,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,1.13353504568e-05,TI64,765072ed36,0.001212,0.0021,47.109230000000004,,0,CFG_MAIN,0.001212,0.0,0.002563078599350665,0.8193271952455995,True,True,False
P-92p9578294978_VX-0p909619863772_LS-6p47386544357e-05_ST-309p507384821_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p30344685197e-06_H-765072ed36,401,92.9578294978,0.909619863772,6.47386544357e-05,309.507384821,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,5.30344685197e-06,TI64,765072ed36,0.001212,0.0021,27.41976,,0,CFG_MAIN,0.001212,0.0,0.0011991822556256463,1.7511933570968095,False,False,False
P-93p7392388905_VX-0p76284290369_LS-5p63100861802e-05_ST-349p958485388_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p32387163816e-06_H-5cefbb31d2,402,93.7392388905,0.76284290369,5.63100861802e-05,349.958485388,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,6.32387163816e-06,TI64,5cefbb31d2,0.001212,0.0021,35.05195,,0,CFG_MAIN,0.001212,0.0,0.0014299143306224862,1.4686194515484046,False,False,False
P-97p5646849269_VX-0p800614374072_LS-8p74302358335e-05_ST-345p052442693_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p02552334713e-06_H-b41981edcb,403,97.5646849269,0.800614374072,8.74302358335e-05,345.052442693,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,6.02552334713e-06,TI64,b41981edcb,0.001212,0.0021,26.979,,0,CFG_MAIN,0.001212,0.0,0.0013624536797310904,1.5413368037689765,False,False,False
P-97p9405338961_VX-0p913267755474_LS-7p48831340213e-05_ST-390p809181728_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p28226314145e-06_H-0b12abf205,404,97.9405338961,0.913267755474,7.48831340213e-05,390.809181728,False,old-data-remote-clean,0.0002,0.0014,0.0012,0.0021,5.28226314145e-06,TI64,0b12abf205,0.001212,0.0021,27.05185,,0,CFG_MAIN,0.001212,0.0,0.0011943923274000386,1.758216250912541,False,False,False
