experiment_name,folder_name_valid,P,VX,LS,ST,XI,XF,XL,TE,DT,material,folder_hash,partition,P_unit,VX_unit,LS_unit,ST_unit,parameter_values_match_folder_and_partition,parameter_units_match_week6,label_frame_count,frames_csv_row_count,frames_csv_schema_valid,frames_csv_frame_index_valid,frames_csv_timestep_matches_partition_ledger,frames_csv_label_matches_final_label,parameters_path,parameters_sha256,frames_csv_path,frames_csv_sha256
P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b,True,171.382540224,0.233605939402,6.18629013601e-05,355.188153249,0.0002,0.0014,0.0012,0.0021,2.06506761573e-05,TI64,ba17ade68b,old-data-local,W,m/s,m,K,True,True,103,103,True,True,True,True,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b/parameters.json,5afbbc470dc1783ba4446772209a08c54b8e69173f38863dc45a46d723716349,P-171p382540224_VX-0p233605939402_LS-6p18629013601e-05_ST-355p188153249_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p06506761573e-05_H-ba17ade68b/frames.csv,436b3a128a7deefe07c3e27fcee8a9942643afda2740b48038402b92b29ca567
P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36,True,171.875575389,0.916897438596,6.66389080354e-05,338.337187717,0.0002,0.0014,0.0012,0.0021,5.2613524697e-06,TI64,30d8d23b36,old-data-local,W,m/s,m,K,True,True,390,390,True,True,True,True,P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36/parameters.json,59ee460dc04b9048c5bc080e0eae85fd643b219d3baf401872538bdff4b747e2,P-171p875575389_VX-0p916897438596_LS-6p66389080354e-05_ST-338p337187717_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p2613524697e-06_H-30d8d23b36/frames.csv,97bdd84c4bcb147f306e75f36a49a0bbeaf17f32c829b92285627bc70ba84cb0
P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c,True,173.720948038,0.230617607979,6.23730108092e-05,383.499521736,0.0002,0.0014,0.0012,0.0021,2.09182665855e-05,TI64,eb41f0639c,old-data-local,W,m/s,m,K,True,True,102,102,True,True,True,True,P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c/parameters.json,309d38ee9635e4607f9a3947fc9dd678c0fa792dca6ec8c72d2028102bf8eab4,P-173p720948038_VX-0p230617607979_LS-6p23730108092e-05_ST-383p499521736_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-2p09182665855e-05_H-eb41f0639c/frames.csv,4315602a36939c3c6b3872febf3b9813d33a80d82238821cb543d791ec55e0c5
P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a,True,174.128102602,0.994422815088,7.40414236536e-05,367.557277174,0.0002,0.0014,0.0012,0.0021,4.85117651146e-06,TI64,6705b84f8a,old-data-local,W,m/s,m,K,True,True,425,425,True,True,True,True,P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a/parameters.json,90c693cdb583a4ef25c0dee4c57ef6b6c00946e687c0bedf73d1535aa933e8eb,P-174p128102602_VX-0p994422815088_LS-7p40414236536e-05_ST-367p557277174_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p85117651146e-06_H-6705b84f8a/frames.csv,6919e8b21aee4904305d0192adf29dcc267570a14aa53b759cea45a8cc5bb653
P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222,True,176.31832051,0.578189015568,5.80825678862e-05,392.957182722,0.0002,0.0014,0.0012,0.0021,8.34350095405e-06,TI64,568de84222,old-data-local,W,m/s,m,K,True,True,253,253,True,True,True,True,P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222/parameters.json,597380be18af2fbbcf347993bbf329da580b6713b2cd83c4ed03301d4b091243,P-176p31832051_VX-0p578189015568_LS-5p80825678862e-05_ST-392p957182722_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p34350095405e-06_H-568de84222/frames.csv,5fab89ce9387e395ed2d4958fb56cd479f37aeaf08e20f26ec79f4d3c76abf5d
P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627,True,176.64993117,0.775213670345,6.57722012124e-05,360.022077993,0.0002,0.0014,0.0012,0.0021,6.222956054e-06,TI64,5731c00627,old-data-local,W,m/s,m,K,True,True,337,337,True,True,True,True,P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627/parameters.json,7c113b63e2d634965cd4c1c42d5737e8a2ce46511b31a67aae3fdce3a76643c4,P-176p64993117_VX-0p775213670345_LS-6p57722012124e-05_ST-360p022077993_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p222956054e-06_H-5731c00627/frames.csv,d018a0b3079cdc30bb6ccf4ba57ae059121b7d9377cb39167db5763f81d788cc
P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef,True,177.868754925,0.784825891065,5.3694165939e-05,378.775948175,0.0002,0.0014,0.0012,0.0021,6.14673987943e-06,TI64,fa25be35ef,old-data-local,W,m/s,m,K,True,True,339,339,True,True,True,True,P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef/parameters.json,e36c9b2260a7fc22d81cb50becf09dabbf6462e5e440556586421637f5a84416,P-177p868754925_VX-0p784825891065_LS-5p3694165939e-05_ST-378p775948175_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p14673987943e-06_H-fa25be35ef/frames.csv,b85d2e9451548d8403b9825942f0572683fe2357fbd532a60097a9f65231040f
P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc,True,179.651163568,0.66389382017,6.65035978508e-05,326.14019277,0.0002,0.0014,0.0012,0.0021,7.26640383816e-06,TI64,f77f7c89dc,old-data-local,W,m/s,m,K,True,True,290,290,True,True,True,True,P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc/parameters.json,1d89226de04e092a17c1c26879323356b404ea3baa2b43b28fc8658103e99c37,P-179p651163568_VX-0p66389382017_LS-6p65035978508e-05_ST-326p14019277_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p26640383816e-06_H-f77f7c89dc/frames.csv,45360ad6a693dff73bc6debb71ec8d69ca298fbf6b8d45ab4a7abe7689a89c98
P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3,True,181.197687991,0.643443519749,5.49477846524e-05,320.630170488,0.0002,0.0014,0.0012,0.0021,7.49734895908e-06,TI64,6014a1f9c3,old-data-local,W,m/s,m,K,True,True,280,280,True,True,True,True,P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3/parameters.json,fd0e3d6163ef652bb8b779cd0e83b1c73cb5f3ba6c357e3231b8ce7a871acbd3,P-181p197687991_VX-0p643443519749_LS-5p49477846524e-05_ST-320p630170488_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-7p49734895908e-06_H-6014a1f9c3/frames.csv,2d6c13be4ffdd279dcf15c65719a531722015c49e462cb56878c5ffaac80d05c
P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d,True,181.214517461,0.293157847988,6.39704529171e-05,391.855294349,0.0002,0.0014,0.0012,0.0021,1.64557102466e-05,TI64,e6df4d4a2d,old-data-local,W,m/s,m,K,True,True,129,129,True,True,True,True,P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d/parameters.json,c7ed0006210590e5198014b84720e2a7f69b61a5510bfec3805589a89f82ea0f,P-181p214517461_VX-0p293157847988_LS-6p39704529171e-05_ST-391p855294349_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p64557102466e-05_H-e6df4d4a2d/frames.csv,b01ddd7a64cedf08607ab67b3fd67e886cf42ad863c739794b08fdb7a8a6c1ef
P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20,True,182.701235644,0.787372384637,5.07019733104e-05,389.154544132,0.0002,0.0014,0.0012,0.0021,6.1268602978e-06,TI64,d9be003c20,old-data-local,W,m/s,m,K,True,True,339,339,True,True,True,True,P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20/parameters.json,c0ebfcf521709c3257a048c859e90c5d4c9b332380ed09926f213e413d15c3fb,P-182p701235644_VX-0p787372384637_LS-5p07019733104e-05_ST-389p154544132_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p1268602978e-06_H-d9be003c20/frames.csv,97018212da9d647c3ead3ed92792fb3a4a5869cc5e8cb98c31a87de9fac282fe
P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f,True,183.86712976,0.92773562332,4.77447546287e-05,393.876492884,0.0002,0.0014,0.0012,0.0021,5.19988721113e-06,TI64,95ed9fb76f,old-data-local,W,m/s,m,K,True,True,401,401,True,True,True,True,P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f/parameters.json,7dd111e80fbfeecb800639e4011a1b384855571cebcfe5f3ac137c93e9321ea9,P-183p86712976_VX-0p92773562332_LS-4p77447546287e-05_ST-393p876492884_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p19988721113e-06_H-95ed9fb76f/frames.csv,37fc3f673843be59a7280643dfbc55a4025cf7df2131e52a573e23e0a90f55fe
P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec,True,184.554601264,0.855768445974,6.11854963854e-05,316.977306706,0.0002,0.0014,0.0012,0.0021,5.63717980689e-06,TI64,0011cc30ec,old-data-local,W,m/s,m,K,True,True,365,365,True,True,True,True,P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec/parameters.json,7c020bf13ef5bc5170a7d3bfe5e78a979b8a86e282f6227f1e16fa3febb73f73,P-184p554601264_VX-0p855768445974_LS-6p11854963854e-05_ST-316p977306706_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p63717980689e-06_H-0011cc30ec/frames.csv,5cac0ee02eb50b5f0241dbd700755ff893d2413e8177add8df97fc026dad4452
P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd,True,186.021611878,0.483877556354,6.53069178085e-05,388.836932905,0.0002,0.0014,0.0012,0.0021,9.96971349398e-06,TI64,b40dbd8ddd,old-data-local,W,m/s,m,K,True,True,211,211,True,True,True,True,P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd/parameters.json,087694b465649158d252e3b418d29a927b333b646e7e19507c40fb8c6a812544,P-186p021611878_VX-0p483877556354_LS-6p53069178085e-05_ST-388p836932905_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-9p96971349398e-06_H-b40dbd8ddd/frames.csv,09ccb2ee380ad947bef25ab71da93e1714a9b52df431af531b56dd5098a0c384
P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4,True,186.850960621,0.845582390035,8.39602076571e-05,354.289806443,0.0002,0.0014,0.0012,0.0021,5.70508641129e-06,TI64,f404b6f8f4,old-data-local,W,m/s,m,K,True,True,364,364,True,True,True,True,P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4/parameters.json,cabcc9b71b8f473858a327db1edfe7a71ce2cd51db8e3693da272102348dab27,P-186p850960621_VX-0p845582390035_LS-8p39602076571e-05_ST-354p289806443_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p70508641129e-06_H-f404b6f8f4/frames.csv,c6179d095570869e8c708ee43077cacb8ed434a1658f0ef991e623646a2f0a99
P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d,True,188.702615393,0.897654681927,7.37418626284e-05,361.378936642,0.0002,0.0014,0.0012,0.0021,5.37413851912e-06,TI64,cedd8dc36d,old-data-local,W,m/s,m,K,True,True,387,387,True,True,True,True,P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d/parameters.json,e5833b8c2fb842b611aea016506077f5ec5d10d1aa2b8c514c8eeded819155de,P-188p702615393_VX-0p897654681927_LS-7p37418626284e-05_ST-361p378936642_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p37413851912e-06_H-cedd8dc36d/frames.csv,19957aaf07716072089c1dd9fab2def91e0639e93acb6ecf465c3760c10bc6c0
P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36,True,190.553348142,0.571798591092,6.21059581714e-05,350.091118048,0.0002,0.0014,0.0012,0.0021,8.43674797065e-06,TI64,30d8d23b36,old-data-local,W,m/s,m,K,True,True,249,249,True,True,True,True,P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36/parameters.json,4d5a28d3e6d4454e7a4b3a94e81e9501c76867a7dfa4e5394bfeb5e14fb1e88a,P-190p553348142_VX-0p571798591092_LS-6p21059581714e-05_ST-350p091118048_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p43674797065e-06_H-30d8d23b36/frames.csv,51dd3125fdefd4a2b7779bf21bc45b006005e2e32cb6a6794c65a80909f25ccb
P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a,True,193.028200221,0.93446669696,8.62901752671e-05,365.941151844,0.0002,0.0014,0.0012,0.0021,5.16243181133e-06,TI64,4852b0403a,old-data-local,W,m/s,m,K,True,True,406,406,True,True,True,True,P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a/parameters.json,ea3f65da1368a02c24f758b91328eb3fc7c20f89e661cbfa462c4a5b7aa69094,P-193p028200221_VX-0p93446669696_LS-8p62901752671e-05_ST-365p941151844_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p16243181133e-06_H-4852b0403a/frames.csv,2b005cf7f9b07f327d377429f235af184de341249619acd1481b3d4dc1f22712
P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627,True,193.440626378,0.303697281962,7.07136561297e-05,354.067159473,0.0002,0.0014,0.0012,0.0021,1.58846354233e-05,TI64,5731c00627,old-data-local,W,m/s,m,K,True,True,134,134,True,True,True,True,P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627/parameters.json,5c5aa9b55d2de3a005c0415446fda27529abd5bea82b2794837ca545527806b4,P-193p440626378_VX-0p303697281962_LS-7p07136561297e-05_ST-354p067159473_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p58846354233e-05_H-5731c00627/frames.csv,1cb4c86cf2d6aca38b2e2cd6176978e87306691362b8fffb8873b7cf6d9dd183
P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608,True,193.81397439,0.717380412454,5.49903358659e-05,340.433066031,0.0002,0.0014,0.0012,0.0021,6.72463384735e-06,TI64,ff88caf608,old-data-local,W,m/s,m,K,True,True,311,311,True,True,True,True,P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608/parameters.json,6f063d2c25fcb549bf32a7f81241792b61f1754f175df275c3d972e5dd15469f,P-193p81397439_VX-0p717380412454_LS-5p49903358659e-05_ST-340p433066031_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-6p72463384735e-06_H-ff88caf608/frames.csv,1c2335dbe2ef4afb05aba3a93f970d494d7f7d1163a4dc35291b93b43b4ac006
P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a,True,194.036512211,0.298398024189,7.09068727373e-05,343.727832606,0.0002,0.0014,0.0012,0.0021,1.61667310503e-05,TI64,7931c20f4a,old-data-local,W,m/s,m,K,True,True,131,131,True,True,True,True,P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a/parameters.json,8a75a678f338636aa534b0a91d2f927d95d99ceec5182446c379b090744fcae3,P-194p036512211_VX-0p298398024189_LS-7p09068727373e-05_ST-343p727832606_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p61667310503e-05_H-7931c20f4a/frames.csv,22fcd5da4ce4dfebb4c5de0cef5e728832b18af86b28bef485997c87c88d7213
P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579,True,194.089464462,0.388567055088,7.6021762795e-05,395.140888584,0.0002,0.0014,0.0012,0.0021,1.24151559939e-05,TI64,7f5e3f5579,old-data-local,W,m/s,m,K,True,True,171,171,True,True,True,True,P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579/parameters.json,997837b3668f886a97034a73914b461b7cc5a005ca8871013674a1d65adb1e26,P-194p089464462_VX-0p388567055088_LS-7p6021762795e-05_ST-395p140888584_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-1p24151559939e-05_H-7f5e3f5579/frames.csv,c1ab1638c90844adcfb9f9d7f8c8461df0225e47fe46a79e9ae075012ae58681
P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb,True,195.080816167,0.844140965531,6.21634030137e-05,331.625980857,0.0002,0.0014,0.0012,0.0021,5.71482820998e-06,TI64,cca0c4e3bb,old-data-local,W,m/s,m,K,True,True,368,368,True,True,True,True,P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb/parameters.json,5c6df6ae4797faadc1f9e0a4075984a5b4439550a9acbc637dccc36b152648fe,P-195p080816167_VX-0p844140965531_LS-6p21634030137e-05_ST-331p625980857_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p71482820998e-06_H-cca0c4e3bb/frames.csv,370c74954f48ec3287fc960d69ef59395439a921a3e4ed6c0c157b47e7e7b370
P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233,True,196.954129245,0.972458485112,5.85340423111e-05,310.387913302,0.0002,0.0014,0.0012,0.0021,4.96074709293e-06,TI64,f575443233,old-data-local,W,m/s,m,K,True,True,414,414,True,True,True,True,P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233/parameters.json,7cf989a51fc2dba47c86b56979d1a27d50a277fa701363c95c2e50efadf7704c,P-196p954129245_VX-0p972458485112_LS-5p85340423111e-05_ST-310p387913302_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-4p96074709293e-06_H-f575443233/frames.csv,19506f0d43595dc44b631d87431a12f4a1513aff30498b521bc03ea839820dd0
P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4,True,197.742114875,0.874617254357,7.7301896977e-05,350.888533369,0.0002,0.0014,0.0012,0.0021,5.51569338357e-06,TI64,054022a1b4,old-data-local,W,m/s,m,K,True,True,378,378,True,True,True,True,P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4/parameters.json,88af83284229d305d4d9bf03534fe24ba2c4d266df0fefff6f186dc615f348ac,P-197p742114875_VX-0p874617254357_LS-7p7301896977e-05_ST-350p888533369_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p51569338357e-06_H-054022a1b4/frames.csv,1b5f360560a5a8bdc1e920c9f73f9ca1abde7902291660b55363cdb5b4ff1bbe
P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a,True,198.603717725,0.869799932432,5.56307183941e-05,326.836247823,0.0002,0.0014,0.0012,0.0021,5.54624163919e-06,TI64,bf3689621a,old-data-local,W,m/s,m,K,True,True,374,374,True,True,True,True,P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a/parameters.json,0fdcbd685cd62a9b9445d0f858a7596a4d0360d7c4b9cc391886d28bbe138f4f,P-198p603717725_VX-0p869799932432_LS-5p56307183941e-05_ST-326p836247823_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-5p54624163919e-06_H-bf3689621a/frames.csv,cbf9c7460b39204eefab9ca2e4b1051cd703b93095215dc931631edc98ee5889
P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec,True,202.397397496,0.555230188132,4.52196790327e-05,397.348654616,0.0002,0.0014,0.0012,0.0021,8.68850560746e-06,TI64,0011cc30ec,old-data-local,W,m/s,m,K,True,True,241,241,True,True,True,True,P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec/parameters.json,916b8ac8be0e631b56c2e4ec3e64e8e358a7798cccbc3b0fd0aff03f86e54532,P-202p397397496_VX-0p555230188132_LS-4p52196790327e-05_ST-397p348654616_M-TI64_XI-0p0002_XF-0p0014_XL-0p0012_TE-0p0021_DT-8p68850560746e-06_H-0011cc30ec/frames.csv,877b4126ccac1e77369a5e55e4cd347c7c83719cfd2e9410796a3524f3b12a9e
